name,province,district,address,hospital_type,image_url,latitude,longitude,source
Laxmi Medical Hall,Bagmati,Kathmandu,,clinic,,27.747829,85.317722,HDX_OSM
RIJAL PUBLIC HEALTH CARE CENTER,Bagmati,Kathmandu,,yes,,27.742727,85.331276,HDX_OSM
PRAPTI DENTAL CLINIC,Bagmati,Kathmandu,,dentist,,27.742704,85.331368,HDX_OSM
KATHMANDU NATUROPATHY HOSPITAL,Bagmati,Kathmandu,,hospital,,27.743103,85.331571,HDX_OSM
Physiotherapy Center Health Club,Bagmati,Kathmandu,,physiotherapist,,27.741209,85.316186,HDX_OSM
Eye checkup Clinnic,Bagmati,Kathmandu,,clinic,,27.738582,85.312379,HDX_OSM
Family Dental Wellbeing,Bagmati,Kathmandu,,dentist,,27.673012,85.354876,HDX_OSM
Setidevi Tantrik Sewa Kendra,Bagmati,Kathmandu,,alternative,,27.67429,85.350497,HDX_OSM
Aagarta Health Care Pvt.Ltd,Bagmati,Kathmandu,,laboratory,,27.677668,85.347098,HDX_OSM
Special Health Camp,Karnali,Humla,,yes,,30.152061,81.333442,HDX_OSM
Sarbeshwor Joytish and Bastu Paramarsha Kendra,Bagmati,Kathmandu,,alternative,,27.673038,85.359291,HDX_OSM
Hardik Healthcare,Bagmati,Lalitpur,,clinic,,27.676921,85.319191,HDX_OSM
"Childcare centre, Ghandruk",Gandaki,Kaski,,hospital,,28.375665,83.809676,HDX_OSM
Chandragiri Dental Home and Implant Center Pvt.Ltd,Bagmati,Bhaktapur,,dentist,,27.674004,85.364753,HDX_OSM
Udaya Dental Service,Bagmati,Lalitpur,,dentist,,27.675646,85.316024,HDX_OSM
Re Active Physiotherapy And Wellness Pvt.Ltd,Bagmati,Kathmandu,,clinic,,27.672747,85.355462,HDX_OSM
Dynamic Dental Care,Bagmati,Kathmandu,,dentist,,27.67042,85.352833,HDX_OSM
Subhaya Medical Hall,Bagmati,Kathmandu,,clinic,,27.703282,85.319556,HDX_OSM
Civil Dental Home,Bagmati,Kathmandu,,clinic,,27.703286,85.319475,HDX_OSM
Sudurpaschim Polyclinic Pvt.Ltd,Bagmati,Kathmandu,,clinic,,27.673086,85.359679,HDX_OSM
Lucent Skin Care And Hair Clinic,Bagmati,Kathmandu,,clinic,,27.674269,85.360037,HDX_OSM
Samudaik Dental,Bagmati,Bhaktapur,,dentist,,27.674268,85.364577,HDX_OSM
Bhirkuti Polyclinic Pvt. Ltd,Bagmati,Kathmandu,,clinic,,27.701753,85.321947,HDX_OSM
Homeopathic Physician,Bagmati,Kathmandu,,clinic,,27.67275,85.357274,HDX_OSM
Sudurpachim Polyclinic Pvt.Ltd,Bagmati,Kathmandu,,clinic,,27.673438,85.356475,HDX_OSM
Chhabi Medical,Bagmati,Bhaktapur,,clinic,,27.674256,85.36448,HDX_OSM
Jasmine Pharmacy And Clinic Pvt.Ltd,Bagmati,Kathmandu,,clinic,,27.703214,85.320455,HDX_OSM
Alive Health Clinic Pvt.Ltd,Bagmati,Kathmandu,,clinic,,27.676467,85.346449,HDX_OSM
Kausaltar Dental Clinic,Bagmati,Bhaktapur,,clinic,,27.67481,85.363975,HDX_OSM
Manju Aayorbedh Pherma,Bagmati,Kathmandu,,clinic,,27.675102,85.359845,HDX_OSM
Ranijung Ayurbedh Health Care Center,Madhesh,Parsa,,clinic,,27.061486,84.768966,HDX_OSM
Siddhartha Medico & Pathology Clinic,Bagmati,Kathmandu,,clinic,,27.714312,85.356811,HDX_OSM
medharma clinix,Bagmati,Lalitpur,,clinic,,27.679162,85.307811,HDX_OSM
Anamika Hispital Pvt.Ltd.,Madhesh,Rautahat,,hospital,,26.955517,85.317844,HDX_OSM
Garuda Hospital Pvt. Ltd. Garuda Rautahat,Madhesh,Rautahat,,hospital,,26.953501,85.318473,HDX_OSM
Sawasth Chauki Basbitti Jingadiya,Madhesh,Rautahat,,clinic,,26.967985,85.321081,HDX_OSM
Sahari Health Kendra Basbitti Jingadiya,Madhesh,Rautahat,,clinic,,26.968,85.321081,HDX_OSM
Medistar Hospital Put.Ltd,Madhesh,Rautahat,,hospital,,26.967957,85.321089,HDX_OSM
मलारानी स्वास्थ्य चौकी,Karnali,Surkhet,,hospital,,28.365974,81.925255,HDX_OSM
Gyani Healthcare Center,Bagmati,Lalitpur,,clinic,,27.672545,85.327279,HDX_OSM
घुमखरे स्वास्थ्य चौकी,Karnali,Surkhet,,hospital,,28.437994,81.897698,HDX_OSM
Amppipal,Gandaki,Gorkha,,hospital,,28.069247,84.52968,HDX_OSM
Basic Health Centre Patmara,Karnali,Jumla,,hospital,,29.329485,82.199578,HDX_OSM
Agaaman Medicine Distributors Pvt.Ltd,Bagmati,Chitwan,,clinic,,27.692386,84.421523,HDX_OSM
Sky Dental,Bagmati,Chitwan,,dentist,,27.694522,84.422414,HDX_OSM
Banauta Basic Health Care Center,Madhesh,Mahottari,,clinic,,26.762309,85.813801,HDX_OSM
City Dental Care,Bagmati,Chitwan,,dentist,,27.696048,84.421229,HDX_OSM
Padaul BHCC,Madhesh,Mahottari,,clinic,,26.74431,85.810534,HDX_OSM
Hariharpur BHCC,Madhesh,Mahottari,,clinic,,26.828403,85.909355,HDX_OSM
Paraul Health Center,Madhesh,Mahottari,,clinic,,26.76012,85.819815,HDX_OSM
Urban Health Promotion and Care Center,Madhesh,Mahottari,,clinic,,26.683355,85.858428,HDX_OSM
Rahathwatol BHCC,Madhesh,Mahottari,,clinic,,26.749031,85.803003,HDX_OSM
Banchauri BHCC,Madhesh,Mahottari,,clinic,,26.73093,85.828993,HDX_OSM
Dhamaura BHCC,Madhesh,Mahottari,,clinic,,26.803422,85.829508,HDX_OSM
Sahorwa BHCC,Madhesh,Mahottari,,clinic,,26.691031,85.872491,HDX_OSM
Labtoli Basic Health Care Center,,Dhanusa,,clinic,,26.784756,86.072087,HDX_OSM
"Basic Health Care Center, Bhediyar Tol",,Dhanusa,,clinic,,26.801339,86.092767,HDX_OSM
Tulsiyahi Nikash BHCC,,Dhanusa,,clinic,,26.614877,85.877565,HDX_OSM
Baheda Bela BHCC,,Dhanusa,,clinic,,26.611592,85.898621,HDX_OSM
"Basic Health Care Center, Tulsiyahi Jabdi",,Dhanusa,,clinic,,26.609108,85.862055,HDX_OSM
Banauli Danauli BHCC,Madhesh,Mahottari,,clinic,,26.684079,85.88735,HDX_OSM
Gaida Bhetpur BHCC,Madhesh,Mahottari,,clinic,,26.792797,85.747484,HDX_OSM
Musaharniya BHCC,,Dhanusa,,clinic,,26.596615,85.860528,HDX_OSM
Raghunathpur BHCC,,Dhanusa,,clinic,,26.827338,86.099706,HDX_OSM
Kiratpur Basic Health Care Center,,Dhanusa,,clinic,,26.815248,86.132225,HDX_OSM
Thalaha Kataha Basic Health Care Center,Madhesh,Siraha,,clinic,,26.715294,86.233503,HDX_OSM
Lalpur BHCC,Madhesh,Siraha,,clinic,,26.815875,86.359711,HDX_OSM
Chandrodayapur BHCC,Madhesh,Siraha,,clinic,,26.817517,86.305544,HDX_OSM
Life Long Medical Clinic,Madhesh,Siraha,,clinic,,26.794971,86.324738,HDX_OSM
Ashana Dental Clinic,Madhesh,Siraha,,dentist,,26.794355,86.32624,HDX_OSM
Golbajar Basic Health Care Center,Madhesh,Siraha,,clinic,,26.794799,86.326693,HDX_OSM
Bhumija Hospital and Technical Development Center,Madhesh,Siraha,,hospital,,26.79204,86.331811,HDX_OSM
Chandralalpur BHCC,Madhesh,Siraha,,clinic,,26.804576,86.310455,HDX_OSM
Nagarik Aarogya Sewa Kendra,Madhesh,Siraha,,clinic,,26.731921,86.256293,HDX_OSM
Raghopur Basic Health Care Center,Madhesh,Siraha,,clinic,,26.803673,86.215873,HDX_OSM
Sikron Basic Health Care Center,Madhesh,Siraha,,clinic,,26.807628,86.201952,HDX_OSM
Makhnaha Health Care Center,,Dhanusa,,clinic,,26.815444,86.068536,HDX_OSM
Kajara Ramaul BHCC,,Dhanusa,,clinic,,26.792883,86.048884,HDX_OSM
Kothiya Urban Health Promotion Center,,Dhanusa,,clinic,,26.800812,86.117476,HDX_OSM
"Shree Basic Health Care Center, Golbajar-4",Madhesh,Siraha,,clinic,,26.789562,86.323083,HDX_OSM
Muksar BHCC,Madhesh,Siraha,,clinic,,26.824449,86.381367,HDX_OSM
Jamdah BHCC,Madhesh,Siraha,,clinic,,26.826979,86.351842,HDX_OSM
Golbajar Health Care Pvt. Ltd.,Madhesh,Siraha,,clinic,,26.789603,86.337642,HDX_OSM
Sagarmatha Model Hospital,Madhesh,Siraha,,hospital,,26.801882,86.308031,HDX_OSM
Sitapur Basic Health Care Center,Madhesh,Siraha,,clinic,,26.798356,86.244349,HDX_OSM
Gauripur Health Care Center,Madhesh,Siraha,,clinic,,26.682018,86.292694,HDX_OSM
Mahanaur Health Care Center,Madhesh,Siraha,,clinic,,26.732081,86.307816,HDX_OSM
Maheshpur Basic Health Care Center,Madhesh,Siraha,,clinic,,26.810625,86.256342,HDX_OSM
Urban Health Care Center,Madhesh,Siraha,,clinic,,26.78711,86.257136,HDX_OSM
Simara Basic Health Care Center,Madhesh,Saptari,,clinic,,26.520578,86.699306,HDX_OSM
Terhota Health Care Center,Madhesh,Saptari,,clinic,,26.614304,86.743771,HDX_OSM
Baspiti Basic Health Care Center,Madhesh,Saptari,,clinic,,26.579264,86.734909,HDX_OSM
Rangbhang BHCC,Gandaki,Syangja,,clinic,,28.064291,83.881098,HDX_OSM
Chandikalika Urban Health Care Unit,Gandaki,Syangja,,clinic,,28.112956,83.834969,HDX_OSM
Krishnapur BHCC,Madhesh,Siraha,,clinic,,26.655282,86.273999,HDX_OSM
Rampura Basic Health Care Center,Madhesh,Siraha,,clinic,,26.833446,86.293399,HDX_OSM
Simaraha Sigiyon BHCC,Madhesh,Saptari,,clinic,,26.497466,86.69861,HDX_OSM
Majhaou Basic Health Care Center,Madhesh,Saptari,,clinic,,26.498943,86.71307,HDX_OSM
Rajpur BHCC,Madhesh,Saptari,,clinic,,26.627319,86.713197,HDX_OSM
Januni BHCC,Madhesh,Saptari,,clinic,,26.568733,86.71552,HDX_OSM
Kataiya Health Care Center,Madhesh,Saptari,,clinic,,26.57993,86.701519,HDX_OSM
Bangsing Basic Health Care Center,Gandaki,Syangja,,clinic,,28.18482,83.799183,HDX_OSM
Setidobhan BHCC,Gandaki,Syangja,,clinic,,28.157767,83.81675,HDX_OSM
Basar Danda BHCC,Gandaki,Syangja,,clinic,,28.048287,83.86851,HDX_OSM
Archale Basic Health Care Center,Gandaki,Syangja,,clinic,,28.037514,83.88507,HDX_OSM
Hiraganapata Urban Health Care Unit,Gandaki,Syangja,,clinic,,28.084326,83.793784,HDX_OSM
Karendhad BHCC,Gandaki,Syangja,,clinic,,28.079634,83.829879,HDX_OSM
Kolma BHCC,Gandaki,Syangja,,clinic,,28.074624,83.926862,HDX_OSM
Pelka Chaur BHCC,Gandaki,Syangja,,clinic,,28.053071,83.84135,HDX_OSM
Setikhola Khop Kendra,Gandaki,Kaski,,clinic,,28.302968,84.091793,HDX_OSM
Rangkhola BHCC,Gandaki,Syangja,,clinic,,28.083392,83.84973,HDX_OSM
Urban Health Care Unit,Lumbini,Nawalparasi,,clinic,,27.694033,84.267744,HDX_OSM
Nagdanda Basic Health Care Center,Gandaki,Syangja,,clinic,,28.137129,83.856695,HDX_OSM
Ganesh BHCC,Gandaki,Syangja,,clinic,,28.123788,83.863012,HDX_OSM
Nava Nepal BHCC,Lumbini,Nawalparasi,,clinic,,27.676773,84.177605,HDX_OSM
Sagun Polyclinic,Lumbini,Nawalparasi,,clinic,,27.673238,84.205399,HDX_OSM
Devchuli BHCC,Lumbini,Nawalparasi,,clinic,,27.701947,84.175257,HDX_OSM
Milijuli BHCC,Lumbini,Nawalparasi,,clinic,,27.696377,84.170621,HDX_OSM
Kalika BHCC,Lumbini,Nawalparasi,,clinic,,27.697688,84.188761,HDX_OSM
Gothgau Swastha Chauki,Bagmati,Ramechhap,,clinic,,27.386208,86.197987,HDX_OSM
Barakhol BHCC,Lumbini,Nawalparasi,,clinic,,27.745042,84.228809,HDX_OSM
Barachaur BHCC,Gandaki,Parbat,,clinic,,28.061843,83.574082,HDX_OSM
Bachcha BHCC,Gandaki,Parbat,,clinic,,28.099454,83.606327,HDX_OSM
Pakhapani BHCC,Gandaki,Parbat,,clinic,,28.095578,83.691899,HDX_OSM
Chhipchhipe BHCC,Gandaki,Tanahu,,clinic,,27.818437,84.355736,HDX_OSM
Bichari Chautara BHCC,Gandaki,Syangja,,clinic,,28.178513,83.770561,HDX_OSM
Gaidakot Community hospital,Lumbini,Nawalparasi,,hospital,,27.691653,84.305431,HDX_OSM
Nirbirre BHCC,Gandaki,Syangja,,clinic,,28.10487,83.896266,HDX_OSM
Taskar BHCC,Gandaki,Syangja,,clinic,,28.130703,83.967669,HDX_OSM
Rajhar Health Post,Lumbini,Nawalparasi,,clinic,,27.685609,84.245076,HDX_OSM
Amarapuri BHCC,Lumbini,Nawalparasi,,clinic,,27.686378,84.258085,HDX_OSM
"Basic Health Care Center, 17 No. Chok",Lumbini,Nawalparasi,,clinic,,27.687428,84.26001,HDX_OSM
Pragatinagar BHCC,Lumbini,Nawalparasi,,clinic,,27.657638,84.187066,HDX_OSM
Daldale BHCC,Lumbini,Nawalparasi,,clinic,,27.672641,84.200085,HDX_OSM
Dumkali BHCC,Lumbini,Nawalparasi,,clinic,,27.677785,84.218922,HDX_OSM
Wahakithani BHCC,Gandaki,Parbat,,clinic,,28.041697,83.597712,HDX_OSM
Chadebhanjyang Urban Health Center,Bagmati,Ramechhap,,clinic,,27.295868,86.099604,HDX_OSM
Sangutar BHCC,Bagmati,Ramechhap,,clinic,,27.353258,86.214378,HDX_OSM
Phalamkhani BHCC,Gandaki,Parbat,,clinic,,28.121666,83.696983,HDX_OSM
Sanjeevani Health Clinic,Gandaki,Tanahu,,clinic,,27.963829,84.409319,HDX_OSM
Kota BHCC,Gandaki,Tanahu,,clinic,,27.758477,84.338262,HDX_OSM
Devghat BHCC,Gandaki,Tanahu,,clinic,,27.756901,84.441623,HDX_OSM
Ghyamrang Community Health Care Unit,Gandaki,Kaski,,clinic,,28.287525,84.095511,HDX_OSM
Khilang Community Health Care Unit,Gandaki,Kaski,,clinic,,28.336381,84.079614,HDX_OSM
Thumsi Health Care Center,Gandaki,Kaski,,clinic,,28.214941,84.146626,HDX_OSM
Saimang Health Care Center,Gandaki,Kaski,,clinic,,28.230634,84.127147,HDX_OSM
Bhachok Health Care Center,Gandaki,Kaski,,clinic,,28.244672,84.155426,HDX_OSM
Chhachowk BHCC,Gandaki,Kaski,,clinic,,28.270979,84.071463,HDX_OSM
Badragoriya Ward No. 3 Health Service Center,Sudurpashchim,Kailali,,clinic,,28.694632,81.049454,HDX_OSM
"Basic Health Care Center, Jahabi",Sudurpashchim,Kailali,,clinic,,28.550925,81.050136,HDX_OSM
Jewakot Health Care Center,Karnali,Jajarkot,,clinic,,28.759347,82.003603,HDX_OSM
Suwanauli Health Care Center,Karnali,Jajarkot,,clinic,,28.777611,82.015938,HDX_OSM
"Basic Health Care Center, Shera Khahare",Karnali,Jajarkot,,clinic,,28.782155,82.066769,HDX_OSM
Pajaru BHCC,Karnali,Jajarkot,,clinic,,28.806143,82.061305,HDX_OSM
Tikachaur Basic Health Care Center,Karnali,Jajarkot,,clinic,,28.86276,82.039703,HDX_OSM
KarkiGaun Health Care Center,Karnali,Jajarkot,,clinic,,28.688297,82.062095,HDX_OSM
Namarjung BHCC,Gandaki,Kaski,,clinic,,28.330115,84.10847,HDX_OSM
Sikles Health Service Center,Gandaki,Kaski,,clinic,,28.350043,84.099758,HDX_OSM
Lipyani BHCC,Gandaki,Kaski,,clinic,,28.194823,84.158835,HDX_OSM
Mijure Health Care Center,Gandaki,Kaski,,clinic,,28.226461,84.186232,HDX_OSM
Mijuredanda Basic Health Care Center,Gandaki,Kaski,,clinic,,28.247378,84.181871,HDX_OSM
Chitepani Health Care Center,Gandaki,Kaski,,clinic,,28.222254,84.079607,HDX_OSM
Tarkang BHCC,Gandaki,Kaski,,clinic,,28.239744,84.092175,HDX_OSM
Madibesi BHCC,Gandaki,Kaski,,clinic,,28.243461,84.077241,HDX_OSM
Kathariya Health Clinic,Sudurpashchim,Kailali,,clinic,,28.565082,81.083775,HDX_OSM
Dododhara Health Care Center,Sudurpashchim,Kailali,,hospital,,28.655166,81.037425,HDX_OSM
Rintakura BHCC,Karnali,Jajarkot,,clinic,,28.786551,82.036049,HDX_OSM
Patmara Health Post urthu,Karnali,Jumla,,health_post,,29.305356,82.227041,HDX_OSM
Vidya Pathology Lab,Madhesh,Siraha,,laboratory,,26.659215,86.21028,HDX_OSM
सामुदाइक स्वास्थ्य ईकाइ,Lumbini,Banke,,clinic,,28.154781,81.611801,HDX_OSM
Pandit Lab,Madhesh,Siraha,,laboratory,,26.65869,86.210339,HDX_OSM
Janaki Lab,Madhesh,Siraha,,laboratory,,26.658757,86.210354,HDX_OSM
Seer Imaging and Diagnostic Center Banepa,Bagmati,Kavre,,hospital,,27.632469,85.518365,HDX_OSM
Nala Bhagawati Dental Clinic,Bagmati,Kavre,,dentist,,27.63249,85.518366,HDX_OSM
Lagam Health Care Center,Karnali,Surkhet,,hospital,,28.901033,81.098127,HDX_OSM
Banepa Diagonostic Laboratory and Research center p.ltd,Bagmati,Kavre,,laboratory,,27.630381,85.523581,HDX_OSM
B.S Pathology Lab,Bagmati,Bhaktapur,,pathology,,27.670227,85.410892,HDX_OSM
Taprang Health Service Center,Gandaki,Kaski,,clinic,,28.30379,84.069922,HDX_OSM
"Smile Dental & Oral Health Care Center Pvt,Ltd",Bagmati,Chitwan,,dentist,,27.680602,84.439645,HDX_OSM
Natural Health Care,Bagmati,Chitwan,,clinic,,27.667218,84.437923,HDX_OSM
Tiladi Community Health Care Unit,Karnali,Jajarkot,,clinic,,28.868818,81.956648,HDX_OSM
Garkhakot Hospital,Karnali,Jajarkot,,hospital,,28.820881,82.00585,HDX_OSM
Panchala Hospital,Karnali,Jajarkot,,hospital,,28.85759,81.939675,HDX_OSM
Tilepata Basic Health Care Center,Karnali,Dailekh,,clinic,,29.029526,81.488216,HDX_OSM
Rakam Karnali Hospital,Sudurpashchim,Achham,,hospital,,29.060031,81.456118,HDX_OSM
Lekhgaun Birthing Center,Karnali,Dailekh,,clinic,,29.003845,81.473841,HDX_OSM
Piplekot Basic Health Service Center,Karnali,Dailekh,,clinic,,29.083134,81.524944,HDX_OSM
Sinhashain Basic Health Service Center,Karnali,Dailekh,,clinic,,29.052536,81.501759,HDX_OSM
Rol Basic Health Service Center,Karnali,Dailekh,,clinic,,29.0606,81.478092,HDX_OSM
Dhambja Basic Health Service Center,Gandaki,Baglung,,clinic,,28.30802,83.494903,HDX_OSM
Lekhani Health Service Center,Gandaki,Baglung,,clinic,,28.236933,83.506361,HDX_OSM
Marnas Health Care Center,Gandaki,Baglung,,clinic,,28.094506,83.583309,HDX_OSM
Jaidi Health Care Center,Gandaki,Baglung,,clinic,,28.134445,83.613263,HDX_OSM
Rangkhani Health Service Center,Gandaki,Baglung,,clinic,,28.157589,83.572875,HDX_OSM
"Basic Health Service Center, Badigad-03, Baglung",Gandaki,Baglung,,clinic,,28.244708,83.295473,HDX_OSM
Kharbang Health Care Center,Gandaki,Baglung,,clinic,,28.191088,83.276469,HDX_OSM
Napane Health Care Unit,Gandaki,Baglung,,clinic,,28.278696,83.276115,HDX_OSM
Ransing Kiteni Community Health Care Unit,Gandaki,Baglung,,clinic,,28.294847,83.250283,HDX_OSM
Kathekhola RM Health Section,Gandaki,Baglung,,clinic,,28.263204,83.540015,HDX_OSM
Community Health Care Unit,Lumbini,Gulmi,,clinic,,28.260714,83.196338,HDX_OSM
AM Basic Health Care Center,Karnali,Dailekh,,clinic,,29.0397,81.485951,HDX_OSM
Nimayal Basic Health Care Center,Karnali,Dailekh,,clinic,,29.017443,81.447546,HDX_OSM
Bharta Community Health are Center,Karnali,Dailekh,,clinic,,29.106597,81.556109,HDX_OSM
Bihun Health Care Center,Gandaki,Baglung,,clinic,,28.257291,83.492505,HDX_OSM
Resh Community Health Care Unit,Gandaki,Baglung,,clinic,,28.229059,83.546155,HDX_OSM
Bharatpur Central Hospital,Bagmati,Chitwan,,hospital,,27.678535,84.430825,HDX_OSM
Chisti Community Health Unit,Gandaki,Baglung,,clinic,,28.11167,83.587584,HDX_OSM
Bhamare Health Care Center,Gandaki,Baglung,,clinic,,28.168951,83.626318,HDX_OSM
Sulav Health Clinic,Gandaki,Baglung,,clinic,,28.171063,83.624847,HDX_OSM
Sarkuwa Health Care Unit,Gandaki,Baglung,,clinic,,28.163016,83.601665,HDX_OSM
Gowalichaur Community Health Care Unit,Lumbini,Gulmi,,clinic,,28.237061,83.226709,HDX_OSM
Jaljala HealthCare Unit,Gandaki,Baglung,,clinic,,28.249924,83.252335,HDX_OSM
Sisakhani Basic Health Service Center,Gandaki,Baglung,,clinic,,28.223487,83.320489,HDX_OSM
Khadadevi Health Center,Gandaki,Baglung,,clinic,,28.208724,83.278824,HDX_OSM
Bhedikhor Health Care Unit,Gandaki,Baglung,,clinic,,28.311179,83.281788,HDX_OSM
Pala Health Service Center,Gandaki,Baglung,,clinic,,28.272176,83.552892,HDX_OSM
Bhim Pokhara Health Post,Gandaki,Baglung,,clinic,,28.284019,83.525597,HDX_OSM
Tangram Health Care Center,Gandaki,Baglung,,clinic,,28.277813,83.504733,HDX_OSM
Basic Health Care Unit,Gandaki,Baglung,,clinic,,28.288789,83.164954,HDX_OSM
Darling Basic Health Care Center,Gandaki,Baglung,,clinic,,28.27802,83.122616,HDX_OSM
Saligram Dental Center,Bagmati,Chitwan,,dentist,,27.670377,84.437745,HDX_OSM
Ashirbad Dental Clinic Pvt.Ltd,Bagmati,Chitwan,,dentist,,27.670645,84.436288,HDX_OSM
RamMandir Basic Health Service Center,Bagmati,Chitwan,,clinic,,27.677499,84.390606,HDX_OSM
Urban Health Service Center,Bagmati,Chitwan,,clinic,,27.564943,84.334174,HDX_OSM
Pathihani Community Health Care Unit,Bagmati,Chitwan,,clinic,,27.584534,84.36145,HDX_OSM
"Basic Health Service Center, Jagriti Chok",Bagmati,Chitwan,,clinic,,27.680205,84.445167,HDX_OSM
Bharatpur Swasthe Chauki,Bagmati,Chitwan,,clinic,,27.645443,84.422079,HDX_OSM
"Urban Health Promotion Center, Gunjannagar",Bagmati,Chitwan,,hospital,,27.645184,84.285513,HDX_OSM
"Basic Health Center, Sashinagar",Bagmati,Chitwan,,clinic,,27.626904,84.283901,HDX_OSM
Parbatipur Health Center,Bagmati,Chitwan,,clinic,,27.5983,84.325626,HDX_OSM
Sotang Hospital,Koshi,Solukhumbu,,hospital,,27.489942,86.779075,HDX_OSM
Pabai Health Post,Koshi,Solukhumbu,,clinic,,27.496001,86.747191,HDX_OSM
Kabilas Health Center,Gandaki,Tanahu,,clinic,,27.767723,84.470523,HDX_OSM
Landseed Health Care Chitwan,Gandaki,Tanahu,,clinic,,27.767905,84.470587,HDX_OSM
Wana Basic Health Service Center,Koshi,Sankhuwasabha,,clinic,,27.337179,87.292592,HDX_OSM
"Urban Health Center, Nangidanda",Koshi,Sankhuwasabha,,clinic,,27.35782,87.326684,HDX_OSM
"Urban Health Center, Maksuwa",Koshi,Sankhuwasabha,,clinic,,27.361663,87.24516,HDX_OSM
"Urban Health Centre, Khoria",Koshi,Sunsari,,clinic,,26.792615,87.301834,HDX_OSM
Pathibharaline Basic Health Service Centre,Koshi,Sunsari,,clinic,,26.811334,87.291654,HDX_OSM
Bijayapur Basic Health Service Centre,Koshi,Sunsari,,clinic,,26.813775,87.294652,HDX_OSM
Dharan Urban Health Care Center,Koshi,Sunsari,,clinic,,26.816971,87.281306,HDX_OSM
"Basic Health service Centre, Amarhat",Koshi,Sunsari,,clinic,,26.833807,87.292474,HDX_OSM
Shree Basic Health Service Center,Bagmati,Chitwan,,clinic,,27.585362,84.376191,HDX_OSM
Sayapatri Medical Concern,Bagmati,Chitwan,,clinic,,27.680436,84.436034,HDX_OSM
Corner Medicines,Bagmati,Chitwan,,clinic,,27.68021,84.4366,HDX_OSM
Khockhorka Basic Health Center,Koshi,Solukhumbu,,clinic,,27.520471,86.770108,HDX_OSM
"Urban Health Service Center, Hokse",Koshi,Sankhuwasabha,,clinic,,27.333189,87.221115,HDX_OSM
"Basic Health Care Center, Timmure",Koshi,Sankhuwasabha,,clinic,,27.326909,87.237531,HDX_OSM
Lingling Health Service Center,Koshi,Sankhuwasabha,,clinic,,27.329514,87.25536,HDX_OSM
"Basic Health Service Center, Samgaun",Koshi,Sankhuwasabha,,clinic,,27.332642,87.316198,HDX_OSM
"Basic Health Care Center, Salghari",Koshi,Sankhuwasabha,,clinic,,27.381293,87.32113,HDX_OSM
"Urban Health Center, Sampatti",Koshi,Sankhuwasabha,,clinic,,27.380216,87.332842,HDX_OSM
Bishnupaduka Health Service Center,Koshi,Sunsari,,clinic,,26.83598,87.246719,HDX_OSM
"Community Health Unit, Hardiya",Koshi,Sunsari,,clinic,,26.830012,87.332937,HDX_OSM
Siraha District Hospital,Madhesh,Siraha,,hospital,,26.658324,86.210352,HDX_OSM
Shree Karna Clinic Private Limited,Madhesh,Siraha,,clinic,,26.658839,86.21065,HDX_OSM
Madar Health Care Center,Madhesh,Siraha,,clinic,,26.624717,86.189425,HDX_OSM
LagadiGoth Health Care Center,Madhesh,Siraha,,clinic,,26.601307,86.209131,HDX_OSM
Tatapani Health Service Center,Karnali,Surkhet,,clinic,,28.753681,81.292031,HDX_OSM
"Basic Health Center, Narsi",Karnali,Surkhet,,clinic,,28.761417,81.335472,HDX_OSM
Bishrampur Basic Health Center,Madhesh,Parsa,,clinic,,27.073658,84.823947,HDX_OSM
Machi Jhitakiya Health Service Center,,Dhanusa,,clinic,,26.679101,86.126319,HDX_OSM
Lakkad Health Service Center,,Dhanusa,,clinic,,26.688081,86.183575,HDX_OSM
Basic Health Care Center Sakhuwa Madan,,Dhanusa,,clinic,,26.703661,86.179747,HDX_OSM
Om Clinic,Madhesh,Siraha,,clinic,,26.660349,86.214669,HDX_OSM
OP Clinic,Madhesh,Siraha,,clinic,,26.693286,86.237393,HDX_OSM
"Basic Health Service Center, Narahiya",Madhesh,Siraha,,clinic,,26.699282,86.254182,HDX_OSM
Saraswar Health Service Center,Madhesh,Siraha,,clinic,,26.683345,86.207324,HDX_OSM
Chand Kumar Clinic,Madhesh,Siraha,,clinic,,26.684556,86.20644,HDX_OSM
Sanhaitha Polyclinic,Madhesh,Siraha,,clinic,,26.641585,86.255365,HDX_OSM
Janasewa Swastha Clinic,Madhesh,Siraha,,clinic,,26.619447,86.18614,HDX_OSM
Suraj Medicals,Madhesh,Siraha,,clinic,,26.619429,86.186308,HDX_OSM
Khirauna Health Center,Madhesh,Siraha,,clinic,,26.621807,86.196852,HDX_OSM
"Health Care Center, Malhaniya Gamhariya",Madhesh,Siraha,,clinic,,26.631743,86.172499,HDX_OSM
Shyam Medical Kharsallba,Madhesh,Siraha,,clinic,,26.643316,86.178351,HDX_OSM
Chandra Narayan Yadav Maternity Hospital,Madhesh,Siraha,,hospital,,26.634574,86.198292,HDX_OSM
"Health Post, Vauratar",Madhesh,Parsa,,clinic,,27.088828,84.822332,HDX_OSM
Gamhariya Health Care Center,Madhesh,Parsa,,clinic,,27.084947,84.838396,HDX_OSM
Bahuri Health Care Center,Madhesh,Parsa,,clinic,,27.106004,84.843098,HDX_OSM
Basic Health Service Center Mangraha,,Dhanusa,,clinic,,26.696864,86.126901,HDX_OSM
Balahasaghara Community Health Service Center,,Dhanusa,,clinic,,26.66684,86.159534,HDX_OSM
Lakhan Thakur Clinic,Madhesh,Siraha,,clinic,,26.659382,86.214057,HDX_OSM
